addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Юргинское, Омутинское-Юргинское (34 км, справа, въезд в с.Юргинское)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.802, 67.394,,,,,1472,,,,https://www.gpnbonus.ru/
"Тюмень, 348",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1107, 65.6771,,,,,1473,,,,https://www.gpnbonus.ru/
"Тюмень, 352",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.110, 65.6786,,,,,1474,,,,https://www.gpnbonus.ru/
"Муген, Р404 (516 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7879, 70.727,,,,,1475,,,,https://www.gpnbonus.ru/
"Голышманово, Тюмень - Омск (216 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4361, 68.4187,,,,,1476,,,,https://www.gpnbonus.ru/
"Голышманово, Островского, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4059, 68.3879,,,,,1477,,,,https://www.gpnbonus.ru/
"Аромашево, С/А Аромашевская, 372Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8919, 68.6748,,,,,1478,,,,https://www.gpnbonus.ru/
"Тюмень, Западносибирская, 37",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1399, 65.6600,,,,,1479,,,,https://www.gpnbonus.ru/
"Ишим, Ялуторовская, 65",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1028, 69.419,,,,,1480,,,,https://www.gpnbonus.ru/
"Ишим, Малая Садовая, 172",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1117, 69.5028,,,,,1481,,,,https://www.gpnbonus.ru/
"Ишим, Республики, 25Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1234, 69.5016,,,,,1482,,,,https://www.gpnbonus.ru/
"Ишим, Ишим-Аэропорт (1 км, с. 2)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1015, 69.3946,,,,,1483,,,,https://www.gpnbonus.ru/
"Лозовое, Р402 (297 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1533, 69.4796,,,,,1484,,,,https://www.gpnbonus.ru/
"Новоселезнёво, Р 403 (Ишимская, 37)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6894, 69.1995,,,,,1485,,,,https://www.gpnbonus.ru/
"Тюмень, Широтная, 104Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1093, 65.5837,,,,,1486,,,,https://www.gpnbonus.ru/
"Тюмень, 50 лет ВЛКСМ, 104",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1231, 65.5859,,,,,1487,,,,https://www.gpnbonus.ru/
"Винзили, Тюмень-Боровский-Богандинский (24 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9587, 65.7352,,,,,1488,,,,https://www.gpnbonus.ru/
"Тюмень, 30 лет Победы, 31б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1262, 65.5692,,,,,1489,,,,https://www.gpnbonus.ru/
"Бердюжье, Мелиораторов, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8004, 68.3502,,,,,1490,,,,https://www.gpnbonus.ru/
"Тюмень, Таллинская, 73",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1059, 65.6201,,,,,1491,,,,https://www.gpnbonus.ru/
"Караганда, Маркса, 1/3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.8453, 73.1888,,,,,1492,,,,https://www.gpnbonus.ru/
"Тавда, Фанерщиков, 6",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0290, 65.3277,,,,,1493,,,,https://www.gpnbonus.ru/
"Караганда, Учетный квартал 066, 365",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.829, 73.1705,,,,,1494,,,,https://www.gpnbonus.ru/
"Сергиев Посад, Старо-Ярославского шоссе ( 67 км., правая сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.2525, 38.124,,,,,1495,,,,https://www.gpnbonus.ru/
"Караганда, Муканова, 51\12",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.7852, 73.1581,,,,,1496,,,,https://www.gpnbonus.ru/
"Павловский Посад, Ленинградский, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7930, 38.6502,,,,,1497,,,,https://www.gpnbonus.ru/
"Караганда, Учетный квартал 108, 275 (район имени Алихана Букейханова)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.8530, 73.0555,,,,,1498,,,,https://www.gpnbonus.ru/
"Ногинск, Индустриальная, 36",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8728, 38.450,,,,,1499,,,,https://www.gpnbonus.ru/
"Тюмень, Ямская, 121",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1607, 65.4531,,,,,1500,,,,https://www.gpnbonus.ru/
"Караганда, Сарыарка, 7",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.7807, 73.1285,,,,,1501,,,,https://www.gpnbonus.ru/
"Казанское, Ишимская, 46А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6480, 69.2170,,,,,1502,,,,https://www.gpnbonus.ru/
"Караганда, Складская, 8/4 (район имени Казыбек Би)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.7902, 73.0979,,,,,1503,,,,https://www.gpnbonus.ru/
"Караганда, Учетный квартал 163, 389 (район имени Казыбек Би)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,49.8088, 73.0333,,,,,1504,,,,https://www.gpnbonus.ru/
"Тюмень, Старый Тобольский тракт (2 км, строение 2)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1030, 65.6811,,,,,1505,,,,https://www.gpnbonus.ru/
"Темиртау, Металургов, 70",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,50.038, 72.961,,,,,1506,,,,https://www.gpnbonus.ru/
"Боровский, Первомайская, 6",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.0431, 65.7267,,,,,1507,,,,https://www.gpnbonus.ru/
"Пыть-Ях, Магистральная, 82",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.7483, 72.8139,,,,,1508,,,,https://www.gpnbonus.ru/
"Рязань, Солотчинское шоссе (6-й км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6633, 39.8220,,,,,1509,,,,https://www.gpnbonus.ru/
"Рязань, Северная окружная дорога, 5",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6388, 39.7198,,,,,1510,,,,https://www.gpnbonus.ru/
"Сладково, Ленина, 152",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5320, 70.3539,,,,,1511,,,,https://www.gpnbonus.ru/
"Абатское, Ленина, 104",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.2831, 70.40,,,,,1512,,,,https://www.gpnbonus.ru/
"Ворогушино, Р404 (228 км, левый поворот на п. Бизино)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.1182, 68.2730,,,,,1513,,,,https://www.gpnbonus.ru/
"Иркутск, Депутатская, 89",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.2645, 104.3407,,,,,1514,,,,https://www.gpnbonus.ru/
"Ангарск, Квартал 215, 31",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.4991, 103.8374,,,,,1515,,,,https://www.gpnbonus.ru/
"Большое Сорокино, А. Матросова, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6153, 69.7826,,,,,1516,,,,https://www.gpnbonus.ru/
"Иркутск, Култукская, 97А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.2853, 104.3373,,,,,1517,,,,https://www.gpnbonus.ru/
"Викулово, Автомобилистов, 58",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8286, 70.5888,,,,,1518,,,,https://www.gpnbonus.ru/
"Обнинск, 249000, Калужская область, г.Обнинск, Киевское шоссе, 101 км",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1191, 36.6497,,,,,1519,,,,https://www.gpnbonus.ru/
"Нижняя Тавда, Нижняя Тавда-Тюмень (1 км. Велижанского Тракта)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6684, 66.1328,,,,,1520,,,,https://www.gpnbonus.ru/
"Радужный, Южная промышленная зона",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,62.1034, 77.4692,,,,,1521,,,,https://www.gpnbonus.ru/
"Радужный, Микрорайон 8/5",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,62.1280, 77.4777,,,,,1522,,,,https://www.gpnbonus.ru/
"Москва, Черепановых 24А, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8400, 37.5230,,,,,1523,,,,https://www.gpnbonus.ru/
"Стрежевой, Коммунальная, 54",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.7291, 77.5778,,,,,1524,,,,https://www.gpnbonus.ru/
"Ярково, Дзержинского, 43",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.4163, 67.0678,,,,,1525,,,,https://www.gpnbonus.ru/
"Смоленск, Краснинское, 6а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.7694, 31.997,,,,,1526,,,,https://www.gpnbonus.ru/
"Ярково, Р404 (111 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.4248, 67.0707,,,,,1527,,,,https://www.gpnbonus.ru/
"Мегион, Р404 (196 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.0654, 76.212,,,,,1528,,,,https://www.gpnbonus.ru/
"Нефтеюганск, Сургутская, 24",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.1170, 72.6007,,,,,1529,,,,https://www.gpnbonus.ru/
"Сургут, Югорский тракт, 42",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.2339, 73.3933,,,,,1530,,,,https://www.gpnbonus.ru/
"Сургут, Р404 (31 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.3920, 73.6823,,,,,1531,,,,https://www.gpnbonus.ru/
"Сургут, Аэрофлотская, 31",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.314, 73.3903,,,,,1532,,,,https://www.gpnbonus.ru/
"Сургут, Рационализаторов, 26",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.2465, 73.4815,,,,,1533,,,,https://www.gpnbonus.ru/
"Нижневартовск, Индустриальная, 111Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.9629, 76.5294,,,,,1534,,,,https://www.gpnbonus.ru/
"Нижневартовск, Интернациональная, 62",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.9443, 76.6468,,,,,1535,,,,https://www.gpnbonus.ru/
"Нижневартовск, Интернациональная, 89А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.9450, 76.6440,,,,,1536,,,,https://www.gpnbonus.ru/
"Ханты-Мансийск, Тобольский тракт, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.0238, 69.1057,,,,,1537,,,,https://www.gpnbonus.ru/
"Ханты-Мансийск, Мира, 115",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.0086, 69.0643,,,,,1538,,,,https://www.gpnbonus.ru/
"Нижневартовск, Индустриальная, 52",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.9669, 76.5316,,,,,1539,,,,https://www.gpnbonus.ru/
"Ноябрьск, Муравленко, 8",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.191, 75.4038,,,,,1540,,,,https://www.gpnbonus.ru/
"Ноябрьск, Советская, 87",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.2022, 75.4642,,,,,1541,,,,https://www.gpnbonus.ru/
"Муравленко, ЯНАО-Пурпе (87 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.7544, 74.6081,,,,,1542,,,,https://www.gpnbonus.ru/
"Ноябрьск, Ноябрьск, Промузел Пелей, (панель 8)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.2181, 75.5162,,,,,1543,,,,https://www.gpnbonus.ru/
"Ноябрьск, Промзона, Станция Ноябрьская",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.1303, 75.3474,,,,,1544,,,,https://www.gpnbonus.ru/
"Ноябрьск, Микрорайон Вынгапуровский, Панель 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,62.9957, 76.9846,,,,,1545,,,,https://www.gpnbonus.ru/
"Муравленко, База Стартовая, Муравленковское месторождение",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.920, 74.8943,,,,,1546,,,,https://www.gpnbonus.ru/
"Муравленко, Нефтяников, 16",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.7886, 74.5288,,,,,1547,,,,https://www.gpnbonus.ru/
"Ноябрьск, Панель 2, (проезд 3)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,63.1972, 75.4911,,,,,1548,,,,https://www.gpnbonus.ru/
"Новый Уренгой, Западная магистраль, Объездная дорога",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,66.1104, 76.6289,,,,,1549,,,,https://www.gpnbonus.ru/
"Новый Уренгой, Южная магистраль, Объездная дорога",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,66.0675, 76.6529,,,,,1550,,,,https://www.gpnbonus.ru/
"Пуровск, Салехард-Сургут (557 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,64.9515, 77.6298,,,,,1551,,,,https://www.gpnbonus.ru/
"Пурпе, Железнодорожная, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,64.4900, 76.7331,,,,,1552,,,,https://www.gpnbonus.ru/
"Губкинский, Губкинский-Ноябрьск (4 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,64.4064, 76.3678,,,,,1553,,,,https://www.gpnbonus.ru/
"Коротчаево, Шоссейная, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,65.9114, 78.1868,,,,,1554,,,,https://www.gpnbonus.ru/
"Тарко-Сале, Промышленная",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,64.9071, 77.748,,,,,1555,,,,https://www.gpnbonus.ru/
"Люберцы, 8 Марта, 54А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7067, 37.9061,,,,,1556,,,,https://www.gpnbonus.ru/
"Королев, Калиниградская, 22",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9136, 37.8381,,,,,1557,,,,https://www.gpnbonus.ru/
"Москва, Барышиха, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8426, 37.3527,,,,,1558,,,,https://www.gpnbonus.ru/
"Братск, Падунская трасса, 19 А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.314, 101.6866,,,,,1559,,,,https://www.gpnbonus.ru/
"Рязань, Большая, 88",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6158, 39.8108,,,,,1560,,,,https://www.gpnbonus.ru/
"Красноярск, Шахтеров, 25А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0353, 92.8907,,,,,1561,,,,https://www.gpnbonus.ru/
"Томск, Шевченко, 34А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4723, 84.9923,,,,,1562,,,,https://www.gpnbonus.ru/
"Северск, Славского, 44",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5737, 84.955,,,,,1563,,,,https://www.gpnbonus.ru/
"Москва, Щаповское, Троицкое, 2Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3900, 37.4246,,,,,1564,,,,https://www.gpnbonus.ru/
"Заболотье, Заболотье, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.4559, 37.6812,,,,,1565,,,,https://www.gpnbonus.ru/
"Островцы, Молодежная, 50",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6016, 37.9824,,,,,1566,,,,https://www.gpnbonus.ru/
"Набережные Челны, Машиностроительная,12",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7197, 52.4115,,,,,1567,,,,https://www.gpnbonus.ru/
"Югорск, Кольцевая, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.3262, 63.3044,,,,,1568,,,,https://www.gpnbonus.ru/
"Салым, Салым, (571 км справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0594, 71.4370,,,,,1569,,,,https://www.gpnbonus.ru/
"Новосибирск, Бродского, 1/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0578, 82.9809,,,,,1570,,,,https://www.gpnbonus.ru/
"Новосибирск, Нарымская, 100, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0504, 82.8996,,,,,1571,,,,https://www.gpnbonus.ru/
"Пермь, Космонавтов, 59/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9945, 56.2166,,,,,1572,,,,https://www.gpnbonus.ru/
"Балашиха, МКАД, 103 км",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8197, 37.8393,,,,,1573,,,,https://www.gpnbonus.ru/
"Пермь, Цимлянская, 40",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.1329, 56.4043,,,,,1574,,,,https://www.gpnbonus.ru/
"Юрлово, Пятницкое",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8988, 37.2721,,,,,1575,,,,https://www.gpnbonus.ru/
"Краснокамск, Коммунистическая, 27а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0777, 55.7769,,,,,1576,,,,https://www.gpnbonus.ru/
"Пермь, Новогайвинская, 108",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0851, 56.3095,,,,,1577,,,,https://www.gpnbonus.ru/
"Раменское, Гоголя, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5728, 38.1843,,,,,1578,,,,https://www.gpnbonus.ru/
"Краснослудское, урочище Абанино (28 км а/д)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.2099, 56.4061,,,,,1579,,,,https://www.gpnbonus.ru/
"Фроловское, Пермь-Екатеринбург, 13 км (справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9028, 56.2646,,,,,1580,,,,https://www.gpnbonus.ru/
"Клин, Победы, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.3173, 36.7451,,,,,1581,,,,https://www.gpnbonus.ru/
"Берег Камы, Берег Камы",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0038, 56.0554,,,,,1582,,,,https://www.gpnbonus.ru/
"Новые Ляды, 40-летия Победы, 22",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.047, 56.5779,,,,,1583,,,,https://www.gpnbonus.ru/
"Пермь, Ижевская, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9756, 56.2614,,,,,1584,,,,https://www.gpnbonus.ru/
"Пермь, Калинина, 75",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0382, 56.022,,,,,1585,,,,https://www.gpnbonus.ru/
"Петрозаводск, Высотная, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.7738, 34.3367,,,,,1586,,,,https://www.gpnbonus.ru/
"Пермь, Космонавта Леонова, 80",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9596, 56.1814,,,,,1587,,,,https://www.gpnbonus.ru/
"Курск, 50 лет Октября, 88А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.7357, 36.1523,,,,,1588,,,,https://www.gpnbonus.ru/
"Усть-Сыны, Усть-Сыны",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0436, 55.5784,,,,,1589,,,,https://www.gpnbonus.ru/
"Рязань, Шабулина, 24",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6579, 39.6638,,,,,1590,,,,https://www.gpnbonus.ru/
"Замулянка, Сибирская, 72",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9075, 56.2667,,,,,1591,,,,https://www.gpnbonus.ru/
"Пермь, Космонавтов, 19а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9999, 56.2306,,,,,1592,,,,https://www.gpnbonus.ru/
"Рязань, Полевая, 83",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6224, 39.7338,,,,,1593,,,,https://www.gpnbonus.ru/
"Рязань, Северная окружная дорога, сооружение 22",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6530, 39.6937,,,,,1594,,,,https://www.gpnbonus.ru/
"Рязань, Московское шоссе, 33В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6410, 39.6703,,,,,1595,,,,https://www.gpnbonus.ru/
"Рязань, Черновицкая, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6022, 39.7131,,,,,1596,,,,https://www.gpnbonus.ru/
"Рязань, Голенчинское, 15б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6041, 39.743,,,,,1597,,,,https://www.gpnbonus.ru/
"Орел, Октябрьская, 215",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.9913, 36.0767,,,,,1598,,,,https://www.gpnbonus.ru/
"Павловское, МО, Истринский р-он, д. Павловское",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.864, 36.9390,,,,,1599,,,,https://www.gpnbonus.ru/
"Москва, Проезд 607, д.12, кор.4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.792, 37.3911,,,,,1600,,,,https://www.gpnbonus.ru/
"Москва, Москва, Рязановское поселение, д. Рязаново, дом вблизи д. Рязаново зд. АЗС, ком.1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.4844, 37.5178,,,,,1601,,,,https://www.gpnbonus.ru/
"Солонцы, Котельникова 5,2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0612, 92.8358,,,,,1602,,,,https://www.gpnbonus.ru/
"Пермь, Пермь,Космонавтов, 325",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9, 56.13,,,,,1603,,,,https://www.gpnbonus.ru/
"Пермь, Космонавтов, 310/11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9532, 56.1103,,,,,1604,,,,https://www.gpnbonus.ru/
"Пермь, Куйбышева, 113б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.981, 56.2470,,,,,1605,,,,https://www.gpnbonus.ru/
"Павлодар, Академика Сатпаева, 304/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.2637, 76.9428,,,,,1606,,,,https://www.gpnbonus.ru/
"Павлодар, Назарбаева, 56",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.2666, 76.9688,,,,,1607,,,,https://www.gpnbonus.ru/
"Казань, Магистральная, 33к2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7543, 49.1059,,,,,1608,,,,https://www.gpnbonus.ru/
"Казань, Сибирский тракт, 36Е",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8172, 49.1804,,,,,1609,,,,https://www.gpnbonus.ru/
"Казань, Закиева, 12А, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7757, 49.2309,,,,,1610,,,,https://www.gpnbonus.ru/
"Казань, Минская, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7735, 49.2212,,,,,1611,,,,https://www.gpnbonus.ru/
"Павлодар, И 50",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.322, 76.9093,,,,,1612,,,,https://www.gpnbonus.ru/
"Казань, Краснококшайская, 142",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8170, 49.0659,,,,,1613,,,,https://www.gpnbonus.ru/
"Верхотурье, Восточная, 48",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.8731, 60.7736,,,,,1614,,,,https://www.gpnbonus.ru/
"Новый Свет, п.Новый Свет ( 43км трассы Санкт-Петербург-Псков)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.5723, 30.1721,,,,,1615,,,,https://www.gpnbonus.ru/
"Любань, М-11 (583 км, справа. Любанское лесничество, Апраксинское участковое лесничество, лесной квартал №66)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.1195, 31.3374,,,,,1616,,,,https://www.gpnbonus.ru/
"Любань, М-11 (583 км, слева. Любанское лесничество, Апраксинское участковое лесничество, лесной квартал №66)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.1194, 31.3360,,,,,1617,,,,https://www.gpnbonus.ru/
"Конаково, М-11 (справа, 124 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5833, 36.4715,,,,,1618,,,,https://www.gpnbonus.ru/
"Конаково, М-11 (слева, 124 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5830, 36.4702,,,,,1619,,,,https://www.gpnbonus.ru/
"Богородское, ЦКАД 3, ПК 1049 (право)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8677, 38.5537,,,,,1620,,,,https://www.gpnbonus.ru/
"Аким-Сергеевка, Алтухова (примерно в 1570 м по направлению на юго-запад ориентир д. №15)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.031, 42.9038,,,,,1621,,,,https://www.gpnbonus.ru/
"Кировское сельское поселение, М-7 (справа, 1148-ой км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5251, 53.6722,,,,,1622,,,,https://www.gpnbonus.ru/
