addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Бишкек, г. Бишкек, мкр-н &quot;Улан&quot;, 2/1,  пер. ул. Ахунбаева",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8422, 74.6319,,,,,309,,,,https://www.gpnbonus.ru/
"Куцевичи, а/д М7/Е28 (5-й км, слева, Ошмянский р-н 115, Граница Литовской Республики Каменный Лог)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.3908, 26.1233,,,,,310,,,,https://www.gpnbonus.ru/
"Лосино-Петровский, Ситьково, 30",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8753, 38.1998,,,,,311,,,,https://www.gpnbonus.ru/
"Первоуральск, Талица, 97",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.876, 60.0237,,,,,312,,,,https://www.gpnbonus.ru/
"Омск, Волгоградская, 70",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9917, 73.2291,,,,,313,,,,https://www.gpnbonus.ru/
"Едрово, М10 (368 км, вблизи с. Едрово, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9275, 33.5824,,,,,314,,,,https://www.gpnbonus.ru/
"Бишкек, Мухтара Ауэзова, 1/3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8721, 74.6908,,,,,315,,,,https://www.gpnbonus.ru/
"Череповец, Парковая, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.1203, 37.8847,,,,,316,,,,https://www.gpnbonus.ru/
"Кобрин, Кобринский р-н,  М-1 (68-й км, справа, 2, АЗС)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.233, 24.4293,,,,,317,,,,https://www.gpnbonus.ru/
"Душанбе, Назаршоева, 80",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.55, 68.789,,,,,318,,,,https://www.gpnbonus.ru/
"Пушкино, Ярославское, 187",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0028, 37.8723,,,,,319,,,,https://www.gpnbonus.ru/
"Екатеринбург, 8 Марта, 271",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7871, 60.6071,,,,,320,,,,https://www.gpnbonus.ru/
"Колядичи, МКАД (20 км, внешняя сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8324, 27.5529,,,,,321,,,,https://www.gpnbonus.ru/
"Северное, Ленина, 88",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.339, 78.34,,,,,322,,,,https://www.gpnbonus.ru/
"Прокопьевск, Ноградская, 21, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8743, 86.6286,,,,,323,,,,https://www.gpnbonus.ru/
"Алексеевка, Новая, 22",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5329, 74.0567,,,,,324,,,,https://www.gpnbonus.ru/
"Череповец, Олимпийская, 48",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.130, 38.0115,,,,,325,,,,https://www.gpnbonus.ru/
"Валдай, М10 (пересечение с Васильева))",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9878, 33.2003,,,,,326,,,,https://www.gpnbonus.ru/
"Худжанд, Ташкентский проспект",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.2955, 69.5881,,,,,327,,,,https://www.gpnbonus.ru/
"Щелково, Чкаловская (Насосный завод-ЗД ЖБК, Восточная Промзона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9076, 38.0474,,,,,328,,,,https://www.gpnbonus.ru/
"Полевской, 8 Марта, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4893, 60.2489,,,,,329,,,,https://www.gpnbonus.ru/
"Солигорск, Железнодорожная, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.7944, 27.5471,,,,,330,,,,https://www.gpnbonus.ru/
"г. Ленинск-Кузнецкий, Шевцовой, 25",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6811, 86.1906,,,,,331,,,,https://www.gpnbonus.ru/
"Бишкек, Юлиуса Фучика, 88/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8921, 74.5460,,,,,332,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Дальневосточный, 11, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.9093, 30.4447,,,,,333,,,,https://www.gpnbonus.ru/
"Омск, Доковская, 29",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0584, 73.2028,,,,,334,,,,https://www.gpnbonus.ru/
"Ходжент, Сырдарьинская, 42 (34 мкр)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.3016, 69.6478,,,,,335,,,,https://www.gpnbonus.ru/
"Майский, территория Придорожный сервис, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.2624, 39.7470,,,,,336,,,,https://www.gpnbonus.ru/
"Солигорск, Константина Заслонова, 68",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.7831, 27.5165,,,,,337,,,,https://www.gpnbonus.ru/
"Здвинск, Ленина, 115",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.7030, 78.6843,,,,,338,,,,https://www.gpnbonus.ru/
"Кормиловка, Омск-Калачинск (50-й км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0118, 74.1124,,,,,339,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Королева, 51",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0253, 30.2505,,,,,340,,,,https://www.gpnbonus.ru/
"Череповец, Химиков, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.1266, 37.9536,,,,,341,,,,https://www.gpnbonus.ru/
"Щелково, Фрунзе (на пересечении с Талсинской)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9279, 37.9820,,,,,342,,,,https://www.gpnbonus.ru/
"Гафуров, Ленина, 162А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.2503, 69.688,,,,,343,,,,https://www.gpnbonus.ru/
"Красногорск, Волоколамское (27 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8328, 37.270,,,,,344,,,,https://www.gpnbonus.ru/
"Гродно, Белуша, 60",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.6691, 23.8762,,,,,345,,,,https://www.gpnbonus.ru/
"Красное, Р384 (вблизи с.Красное)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6096, 85.425,,,,,346,,,,https://www.gpnbonus.ru/
"Любинский, Сергея Лазо, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1589, 72.7093,,,,,347,,,,https://www.gpnbonus.ru/
"Пушкин, Красносельское, 64",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7031, 30.3586,,,,,348,,,,https://www.gpnbonus.ru/
"Яблоновский, Краснодар-Новороссийск (12 км.+900м)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9560, 38.959,,,,,349,,,,https://www.gpnbonus.ru/
"Щелково, Щелковское 30 км",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8798, 38.003,,,,,350,,,,https://www.gpnbonus.ru/
"Арамиль, Парковая, 20, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6754, 60.8369,,,,,351,,,,https://www.gpnbonus.ru/
"Барабинск, Куйбышев-Барабинск (5 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3229, 78.3321,,,,,352,,,,https://www.gpnbonus.ru/
"г. Ленинск-Кузнецкий, Р384 (справа, 15 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6189, 86.275,,,,,353,,,,https://www.gpnbonus.ru/
"Омск, 3-я Транспортная, 18",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9576, 73.4311,,,,,354,,,,https://www.gpnbonus.ru/
"Колпино, Заводской, 17",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7299, 30.5786,,,,,355,,,,https://www.gpnbonus.ru/
"Кобрин, Кобринский р-н,  М-1 (68-й км, слева, 3, АЗС)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.2316, 24.4301,,,,,356,,,,https://www.gpnbonus.ru/
"Дж.Расулов, дж. Мехробод,  У.Хайём",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.173, 69.512,,,,,357,,,,https://www.gpnbonus.ru/
"Сокол, М8 (491-й км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.400, 40.1526,,,,,358,,,,https://www.gpnbonus.ru/
"Москва, МКАД, 8 (19 км, внутренняя сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6191, 37.7822,,,,,359,,,,https://www.gpnbonus.ru/
"Алапаевск, Токарей, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.8307, 61.6902,,,,,360,,,,https://www.gpnbonus.ru/
"Посеничи, Р6 (выезд из д.Посеничи, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.1687, 26.0896,,,,,361,,,,https://www.gpnbonus.ru/
"г. Ленинск-Кузнецкий, 1Р384 (слева, 15 км.)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6183, 86.274,,,,,362,,,,https://www.gpnbonus.ru/
"Исилькуль, Р254 (667-й км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9555, 71.2870,,,,,363,,,,https://www.gpnbonus.ru/
"Бишкек, Ахунбаева, 102А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.84, 74.598,,,,,364,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Потапова, 7",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.9615, 30.4708,,,,,365,,,,https://www.gpnbonus.ru/
"Гафуров, Хистеварз",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.197, 69.756,,,,,366,,,,https://www.gpnbonus.ru/
"Заря, Дорожная, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.8697, 61.7219,,,,,367,,,,https://www.gpnbonus.ru/
"г. Ленинск-Кузнецкий, Пригородная, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.7159, 86.2083,,,,,368,,,,https://www.gpnbonus.ru/
"Марьяновка, Р254 (765-й км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9858, 72.6338,,,,,369,,,,https://www.gpnbonus.ru/
"Садоводство, А122 Санкт-Петербург-Парголово-Огоньки (36 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.1925, 30.0850,,,,,370,,,,https://www.gpnbonus.ru/
"Исфара, И.Сомони",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.1217, 70.593,,,,,371,,,,https://www.gpnbonus.ru/
"Москва, МКАД, 7, 1 (34-Й КМ)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5804, 37.5730,,,,,372,,,,https://www.gpnbonus.ru/
"Тайга, Кирова, 85",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0625, 85.6495,,,,,373,,,,https://www.gpnbonus.ru/
"Омск, Бульвар Архитекторов, 30",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9698, 73.2756,,,,,374,,,,https://www.gpnbonus.ru/
"Лебединовка, Победы, 5",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.888, 74.6574,,,,,375,,,,https://www.gpnbonus.ru/
"Луга, Ленинградское, 24А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.7658, 29.8663,,,,,376,,,,https://www.gpnbonus.ru/
"Екатеринбург, Шейнкмана, 123А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8179, 60.5925,,,,,377,,,,https://www.gpnbonus.ru/
"Джубга, Новороссийское (3 км + 750м справа а/д &quot;Джубга-Сочи&quot;)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.3331, 38.7012,,,,,378,,,,https://www.gpnbonus.ru/
"Бустон, трасса Таджикистан - Узбекистан (село Палдорак)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.4941, 69.3318,,,,,379,,,,https://www.gpnbonus.ru/
"Витебск, Бешенковичское (5-ый км.)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1593, 30.1642,,,,,380,,,,https://www.gpnbonus.ru/
"Воронеж, Героев Сибиряков, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.6675, 39.1254,,,,,381,,,,https://www.gpnbonus.ru/
"Гродно, Клецкова, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.6491, 23.8362,,,,,382,,,,https://www.gpnbonus.ru/
"Каргат, Р383 (пересечение с Р254 (1237 км, справа))",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2049, 80.3528,,,,,383,,,,https://www.gpnbonus.ru/
"Яшкино, Горького, 69А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8634, 85.4088,,,,,384,,,,https://www.gpnbonus.ru/
"Москаленки, Москаленки (Омск-Исилькуль, 100-й км, слева, вблизи п.Москаленки)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9502, 71.8983,,,,,385,,,,https://www.gpnbonus.ru/
"Гавриловка, Фрунзе, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8680, 74.3707,,,,,386,,,,https://www.gpnbonus.ru/
"Екатеринбург, Фронтовых Бригад, 14А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8778, 60.6225,,,,,387,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Руставели, 45, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0196, 30.4338,,,,,388,,,,https://www.gpnbonus.ru/
"Химки, Аэропорт Шереметьево-2 (въезд)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9592, 37.4149,,,,,389,,,,https://www.gpnbonus.ru/
"Химки, Аэропорт Шереметьево-2 (выезд)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9602, 37.4138,,,,,390,,,,https://www.gpnbonus.ru/
"Артемовский, Разведчиков, 12",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.335, 61.91,,,,,391,,,,https://www.gpnbonus.ru/
"Искитим, Юбилейный, 1Г",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6253, 83.2893,,,,,392,,,,https://www.gpnbonus.ru/
"Кемерово, Суворова, 29, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3842, 86.072,,,,,393,,,,https://www.gpnbonus.ru/
"Называевск, Торговая, 9",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5778, 71.3371,,,,,394,,,,https://www.gpnbonus.ru/
"Псков, Рижский, 96",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.8060, 28.2668,,,,,395,,,,https://www.gpnbonus.ru/
"Михнево, Каширское (85 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0782, 37.9529,,,,,396,,,,https://www.gpnbonus.ru/
"Реж, Матросова, 89",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.3642, 61.4262,,,,,397,,,,https://www.gpnbonus.ru/
"Орша, Ленина, 221",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.5403, 30.449,,,,,398,,,,https://www.gpnbonus.ru/
"Татарск, Р254 (997 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1861, 76.0684,,,,,399,,,,https://www.gpnbonus.ru/
"Мариинск, Антибесская, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.2272, 87.7355,,,,,400,,,,https://www.gpnbonus.ru/
"Омск, Королева, 20",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0347, 73.3168,,,,,401,,,,https://www.gpnbonus.ru/
"Беловодское, Фрунзе, 164 (М39)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8349, 74.1063,,,,,402,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Энгельса, 173",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0827, 30.3599,,,,,403,,,,https://www.gpnbonus.ru/
"Душанбе, Гиссарская, 1/4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5870, 68.7331,,,,,404,,,,https://www.gpnbonus.ru/
"Егорьевск, Коломенское, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3625, 39.069,,,,,405,,,,https://www.gpnbonus.ru/
"Барабинск, Р254 (1142 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2968, 78.2633,,,,,406,,,,https://www.gpnbonus.ru/
"Верх-Чебула, Р255 (справа, 130 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0664, 87.6317,,,,,407,,,,https://www.gpnbonus.ru/
"Омск, Губкина, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0749, 73.3037,,,,,408,,,,https://www.gpnbonus.ru/
"Екатеринбург, Начдива Онуфриева, 57",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7916, 60.5719,,,,,409,,,,https://www.gpnbonus.ru/
"Петергоф, Санкт-Петербургское, 130, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8579, 30.0030,,,,,410,,,,https://www.gpnbonus.ru/
"Душанбе, Борбад, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5331, 68.7527,,,,,411,,,,https://www.gpnbonus.ru/
"Брест, Радужная / Пионерская",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.112, 23.716,,,,,412,,,,https://www.gpnbonus.ru/
"Москва, Обручева, 26В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6576, 37.5199,,,,,413,,,,https://www.gpnbonus.ru/
"Богданович, Кунавина, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7749, 62.0350,,,,,414,,,,https://www.gpnbonus.ru/
"Искитим, Киевская, 2В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6557, 83.2670,,,,,415,,,,https://www.gpnbonus.ru/
"Омск, Крупской, 19/5",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9890, 73.3203,,,,,416,,,,https://www.gpnbonus.ru/
"Приозерск, Ленинградское, 84",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,61.0161, 30.1457,,,,,417,,,,https://www.gpnbonus.ru/
"Рудаки, Куштеппа (джамоат Россия)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.529, 68.79,,,,,418,,,,https://www.gpnbonus.ru/
"Москва, Севастопольский, 95",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6347, 37.5432,,,,,419,,,,https://www.gpnbonus.ru/
"Карасук, Кутузова, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7253, 78.045,,,,,420,,,,https://www.gpnbonus.ru/
"Омск, 12 Декабря, 125",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9562, 73.3168,,,,,421,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Карпатская, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8353, 30.4301,,,,,422,,,,https://www.gpnbonus.ru/
"Краснодар, Темрюк-Краснодар-Кропоткин Почтовое отделение №37",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.019, 39.173,,,,,423,,,,https://www.gpnbonus.ru/
"Реж, Павлика Морозова, 59",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.3506, 61.4002,,,,,424,,,,https://www.gpnbonus.ru/
"Душанбе, С.Шерози, 26",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.560, 68.768,,,,,425,,,,https://www.gpnbonus.ru/
"Москва, Ленинский, 142А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6626, 37.5072,,,,,426,,,,https://www.gpnbonus.ru/
"Богданович, Пионерская, 82",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7540, 62.094,,,,,427,,,,https://www.gpnbonus.ru/
"Новокузнецк, Гончарова, 85",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7520, 87.005,,,,,428,,,,https://www.gpnbonus.ru/
"Омск, 1-я Путевая, 110",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9115, 73.4349,,,,,429,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Кубинская, 75, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8401, 30.2982,,,,,430,,,,https://www.gpnbonus.ru/
"Москва, Дмитровское, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8229, 37.5733,,,,,431,,,,https://www.gpnbonus.ru/
"Асбест, Труда, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9947, 61.4658,,,,,432,,,,https://www.gpnbonus.ru/
"Минск, Лейтенанта Кижеватова, 84",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8412, 27.5319,,,,,433,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Белоостровское, 13А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.1295, 30.1212,,,,,434,,,,https://www.gpnbonus.ru/
"Адыгейск, М-4 Дон (РА ТРГ Теучежский р-н, на 1352 км + 800 м а/м справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9050, 39.1580,,,,,435,,,,https://www.gpnbonus.ru/
"Новокузнецк, Заводское, 10",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7919, 87.15,,,,,436,,,,https://www.gpnbonus.ru/
"Данилов, Ярославская, 50А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.1724, 40.1707,,,,,437,,,,https://www.gpnbonus.ru/
"Москва, Набережная Академика Туполева, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7595, 37.6764,,,,,438,,,,https://www.gpnbonus.ru/
"Белоярский, Химиков, 17",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7735, 61.3288,,,,,439,,,,https://www.gpnbonus.ru/
"Осинники, Магистральный проезд, 16а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.610, 87.3273,,,,,440,,,,https://www.gpnbonus.ru/
"Омск, Березовая, 1, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0144, 73.3356,,,,,441,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Академика Константинова, 1, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0169, 30.3799,,,,,442,,,,https://www.gpnbonus.ru/
"Тлюстенхабль, 385228, Республика Адыгея, Теучежский район, а/м М-4 &quot;Дон&quot;, 1341км + 300м, справа",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9941, 39.1122,,,,,443,,,,https://www.gpnbonus.ru/
"Мутыкалово, М8 Москва-Холмогоры (333 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.2030, 40.1315,,,,,444,,,,https://www.gpnbonus.ru/
"Клин, А-108 (4 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.3537, 36.7477,,,,,445,,,,https://www.gpnbonus.ru/
"Лида, Свердлова, 187А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9316, 25.2633,,,,,446,,,,https://www.gpnbonus.ru/
"Новокузнецк, ДОЗ, 29",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7881, 87.1294,,,,,447,,,,https://www.gpnbonus.ru/
"Знаменское, Мира, 28",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.1216, 73.8276,,,,,448,,,,https://www.gpnbonus.ru/
"Кара-Балта, Жайыл Баатыра, 176 (пересечение с  8 Марта)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8249, 73.8493,,,,,449,,,,https://www.gpnbonus.ru/
"Спасская Полисть, М10 (555 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.9075, 31.5039,,,,,450,,,,https://www.gpnbonus.ru/
"Каргат, Ленина, 189",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1722, 80.284,,,,,451,,,,https://www.gpnbonus.ru/
"Яван, А.Джоми",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.321, 69.022,,,,,452,,,,https://www.gpnbonus.ru/
"Рефтинский, Гагарина, 35",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.0942, 61.6716,,,,,453,,,,https://www.gpnbonus.ru/
"Минск, Партизанский, 103Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8704, 27.6459,,,,,454,,,,https://www.gpnbonus.ru/
"Коченево, Промышленная, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0114, 82.2221,,,,,455,,,,https://www.gpnbonus.ru/
"Новокузнецк, Транспортная, 91",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7470, 87.1629,,,,,456,,,,https://www.gpnbonus.ru/
"Седельниково, Омск-Седельниково (296-й км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9275, 75.3009,,,,,457,,,,https://www.gpnbonus.ru/
"Спасская Полисть, М10 (556 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.914, 31.5061,,,,,458,,,,https://www.gpnbonus.ru/
"Головково, М10 (108 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.491, 36.5615,,,,,459,,,,https://www.gpnbonus.ru/
